customer_key,time_key,geo_key,segment_key,balance,estimated_salary,num_of_products,credit_score,has_credit_card,is_active_member,churn_flag
2541,1,2,6,111257.59,97623.42,1,550,0,0,1
2542,1,1,14,131583.59,66238.23,4,611,0,1,1
2543,1,2,6,95020.8,131710.59,3,549,1,1,1
2544,1,3,12,0.0,69052.87,2,850,0,1,0
2545,1,2,2,80242.37,56780.97,2,668,0,0,0
2546,1,1,4,0.0,170072.9,1,686,1,1,0
2547,1,1,7,0.0,191849.15,3,660,1,1,1
2548,1,3,15,122661.39,84803.76,1,682,0,1,0
2549,1,1,8,0.0,31840.59,2,524,1,1,1
2550,1,1,5,0.0,12096.61,2,645,1,1,1
2551,1,1,5,0.0,44165.84,2,850,1,0,0
2552,1,1,9,0.0,91406.62,1,537,1,1,0
2553,1,3,9,81742.84,83282.21,2,599,1,0,0
2554,1,3,13,0.0,198446.91,1,727,1,1,1
2555,1,3,2,145127.85,7554.68,1,756,0,0,0
2556,1,1,6,148912.44,80416.16,1,755,1,0,0
2557,1,3,4,0.0,164549.74,2,634,1,1,0
2558,1,1,1,89900.24,175477.03,2,837,1,0,0
2559,1,2,1,119027.28,137903.54,2,727,1,1,0
2560,1,2,6,105222.86,93795.86,2,567,1,0,0
2561,1,3,3,0.0,67997.13,1,650,0,0,1
2562,1,3,2,116114.93,49492.15,1,655,1,1,0
2563,1,1,14,187911.55,35825.18,1,763,0,1,0
2564,1,1,3,0.0,67494.23,2,843,1,1,0
2565,1,1,6,144432.04,73963.17,1,667,1,1,1
2566,1,1,7,77065.9,145159.26,2,705,0,1,0
2567,1,2,3,180520.29,123850.58,1,660,1,1,0
2568,1,1,5,0.0,23822.04,2,553,0,0,0
2569,1,2,8,130024.87,45750.21,1,612,1,1,1
2570,1,2,4,110086.69,159773.14,1,641,1,0,0
2571,1,3,3,174853.46,84238.63,1,513,1,0,0
2572,1,1,6,108724.98,72330.46,1,680,0,1,0
2573,1,1,14,91285.13,26767.85,2,711,1,1,0
2574,1,3,4,0.0,164768.82,2,689,1,1,0
2575,1,2,8,110610.41,1112.76,2,665,0,1,1
2576,1,2,7,102994.04,176680.16,1,551,1,0,1
2577,1,3,5,59893.85,43999.64,2,645,1,0,0
2578,1,2,1,149318.55,140746.13,1,616,1,0,0
2579,1,1,1,116409.55,152790.92,1,582,0,1,0
2580,1,2,3,127760.07,81537.85,1,365,1,0,1
2581,1,2,5,132591.36,7387.8,1,697,1,1,1
2582,1,1,1,0.0,183038.33,2,704,1,0,0
2583,1,1,7,113402.14,138849.06,2,656,1,1,0
2584,1,1,1,0.0,170333.38,2,712,1,0,0
2585,1,1,5,0.0,60416.76,1,748,0,0,0
2586,1,1,3,0.0,100240.2,2,724,1,1,0
2587,1,1,8,136953.47,2704.98,1,691,1,1,0
2588,1,1,3,0.0,68815.05,2,563,0,1,0
2589,1,1,2,0.0,64839.23,1,741,1,1,0
2590,1,1,4,123863.64,144494.94,1,778,1,0,0
2591,1,3,10,120811.89,185510.34,1,848,1,1,0
2592,1,2,5,148430.55,56055.72,1,634,1,1,0
2593,1,2,4,47869.69,155061.97,2,505,1,1,0
2594,1,2,9,150926.99,119817.19,2,692,0,0,0
2595,1,2,8,103163.35,16259.64,1,537,1,0,1
2596,1,1,1,130206.28,184654.87,1,633,1,0,0
2597,1,1,2,136674.51,5278.78,2,833,0,0,0
2598,1,3,6,200322.45,113244.73,1,592,1,1,0
2599,1,3,8,0.0,8908.0,2,587,1,1,0
2600,1,3,14,80927.56,64490.67,1,550,0,1,0
2601,1,1,10,0.0,154971.63,3,680,1,0,1
2602,1,3,4,0.0,155786.39,2,622,1,1,0
2603,1,2,3,142574.71,129084.82,2,594,1,0,0
2604,1,2,1,160426.07,188533.11,1,643,0,1,0
2605,1,1,11,116160.23,13411.67,1,540,1,0,0
2606,1,3,2,98683.47,15733.19,2,635,1,0,0
2607,1,1,3,118829.03,73127.61,2,657,1,1,0
2608,1,1,3,118870.92,101704.19,1,814,1,0,0
2609,1,1,3,0.0,101986.16,1,600,1,1,0
2610,1,1,9,0.0,114442.66,1,682,1,1,0
2611,1,1,5,107192.38,15669.17,1,682,1,1,0
2612,1,1,4,108010.78,157486.1,1,566,1,1,0
2613,1,3,3,0.0,131281.28,2,550,0,0,0
2614,1,1,1,129837.72,197001.15,2,630,0,1,0
2615,1,2,15,106458.31,128881.87,4,546,1,0,1
2616,1,1,15,97009.15,85101.0,1,486,1,1,0
2617,1,3,1,122929.42,149822.04,2,762,0,0,0
2618,1,2,6,152296.83,108040.86,4,692,0,1,1
2619,1,1,1,0.0,135795.53,2,498,0,0,0
2620,1,3,8,0.0,25867.67,1,850,0,0,1
2621,1,1,3,128993.76,130483.56,2,603,1,0,0
2622,1,1,4,0.0,183479.12,1,551,1,0,0
2623,1,2,3,185267.45,77027.34,2,627,1,1,0
2624,1,1,3,0.0,94141.75,2,515,0,0,0
2625,1,3,2,116805.82,4092.75,1,605,0,0,0
2626,1,2,3,129750.68,109257.59,1,567,1,0,0
2627,1,2,3,129177.01,104617.99,2,568,0,1,0
2628,1,2,10,82506.72,167705.07,2,571,1,0,0
2629,1,2,9,107247.69,103712.05,1,634,1,1,1
2630,1,3,4,0.0,161242.99,1,768,0,0,1
2631,1,2,5,157780.93,6089.13,2,554,1,0,0
2632,1,1,1,172170.36,159777.37,1,629,1,1,0
2633,1,3,8,0.0,7919.08,2,638,1,1,0
2634,1,1,4,0.0,188274.6,1,576,1,1,0
2635,1,3,5,75361.44,27608.12,1,661,1,0,1
2636,1,1,1,0.0,183569.25,2,592,1,1,0
2637,1,3,1,0.0,145537.32,2,702,1,1,0
2638,1,1,1,98263.46,164717.95,2,647,1,0,0
2639,1,1,6,0.0,76357.43,2,593,1,1,0
2640,1,2,6,109308.79,120158.72,2,712,1,0,1
2641,1,3,1,0.0,151843.54,2,625,1,0,0
2642,1,2,2,164365.44,5698.97,1,538,0,1,0
2643,1,3,12,98800.0,122865.55,1,637,1,0,0
2644,1,1,1,193125.85,152665.85,1,632,1,1,0
2645,1,1,1,51522.75,192131.77,1,736,0,1,0
2646,1,1,11,84284.48,62851.6,2,755,1,1,0
2647,1,3,4,0.0,140941.47,2,425,1,0,0
2648,1,1,8,119889.84,56767.67,1,461,0,0,1
2649,1,1,10,137910.45,177235.23,1,745,1,1,0
2650,1,1,6,0.0,86242.18,2,616,1,0,0
2651,1,1,2,100116.82,34215.58,1,587,1,0,0
2652,1,2,5,166082.15,44406.17,2,850,0,1,0
2653,1,1,4,0.0,165196.65,2,601,1,0,0
2654,1,3,2,0.0,34542.41,1,730,1,0,0
2655,1,1,6,148595.55,74838.64,1,532,1,0,1
2656,1,2,8,94078.97,36980.54,2,850,1,0,0
2657,1,3,3,0.0,111676.63,2,779,0,1,0
2658,1,1,2,0.0,25858.68,1,562,1,1,0
2659,1,2,4,164948.98,177028.0,3,670,0,0,1
2660,1,1,14,140549.4,30990.16,1,729,1,0,1
2661,1,1,4,152509.25,136915.15,1,767,1,1,0
2662,1,1,3,191864.51,108457.99,1,742,1,0,1
2663,1,1,6,96418.09,131609.48,1,669,0,0,1
2664,1,3,1,131945.94,159737.56,1,542,0,1,0
2665,1,1,1,0.0,142238.54,2,586,1,1,0
2666,1,2,3,142910.15,105890.55,1,612,1,0,1
2667,1,1,4,0.0,194270.91,2,740,1,1,0
2668,1,1,3,146311.58,105443.47,1,584,1,1,0
2669,1,1,7,87894.26,173899.42,1,524,1,0,1
2670,1,1,12,97445.49,122823.34,2,614,1,0,0
2671,1,1,14,0.0,13181.37,1,598,0,1,1
2672,1,3,1,0.0,140780.8,2,799,0,1,0
2673,1,1,3,154485.74,78560.64,2,724,0,0,0
2674,1,1,7,115625.07,185855.21,1,601,1,0,0
2675,1,1,12,108396.67,128276.95,1,804,1,0,0
2676,1,2,4,65095.41,140197.42,2,745,1,1,0
2677,1,2,5,103018.45,32462.39,1,667,1,0,1
2678,1,1,4,84764.79,162253.9,1,518,1,1,0
2679,1,1,5,0.0,30498.7,2,819,1,0,0
2680,1,3,3,115680.81,90280.7,1,520,1,1,0
2681,1,1,5,0.0,32615.21,2,625,1,0,0
2682,1,2,4,73088.06,196142.26,2,673,0,0,0
2683,1,2,2,150905.03,16998.72,2,656,1,0,0
2684,1,3,11,143054.85,62980.96,1,850,0,1,0
2685,1,3,1,0.0,185660.3,2,574,0,0,0
2686,1,1,15,0.0,77331.77,2,679,1,1,0
2687,1,2,6,99948.45,97338.62,1,530,0,1,0
2688,1,1,6,115451.05,67234.33,2,508,0,0,0
2689,1,2,1,108235.91,143783.28,1,558,1,1,0
2690,1,1,6,0.0,77661.12,1,414,0,1,1
2691,1,3,6,98795.61,89123.99,2,648,1,0,0
2692,1,1,6,0.0,70810.8,2,721,1,0,0
2693,1,1,2,0.0,17550.49,2,751,0,0,0
2694,1,1,2,0.0,21497.27,2,662,0,1,0
2695,1,2,3,113146.98,124749.08,2,628,0,1,0
2696,1,2,5,162532.14,36051.46,3,597,1,0,1
2697,1,3,4,92053.44,143681.83,1,698,1,1,0
2698,1,1,7,0.0,150694.58,2,723,1,1,0
2699,1,1,1,0.0,170487.4,3,586,1,0,1
2700,1,2,3,104944.1,97684.46,1,633,1,1,0
2701,1,1,2,0.0,53520.03,2,564,1,0,0
2702,1,1,2,0.0,15200.61,2,649,1,0,0
2703,1,1,1,107879.04,196894.62,1,622,0,1,0
2704,1,2,8,110356.42,4969.13,1,459,1,0,1
2705,1,1,2,0.0,26229.24,2,718,0,0,0
2706,1,3,1,109783.69,134034.32,2,655,1,0,0
2707,1,1,10,149777.0,198032.93,1,696,1,1,0
2708,1,1,6,104339.56,119882.86,1,637,0,0,0
2709,1,3,10,85818.18,133102.3,1,630,1,1,0
2710,1,1,4,212692.97,176395.02,1,592,0,0,0
2711,1,2,4,89696.84,193179.88,2,634,1,1,0
2712,1,1,3,0.0,125062.02,2,608,1,1,0
2713,1,2,1,68067.24,143287.58,1,565,1,0,0
2714,1,3,15,148564.66,87236.4,1,763,0,1,0
2715,1,1,9,136354.16,93769.89,1,665,1,1,0
2716,1,1,6,122214.0,88965.46,1,649,0,1,0
2717,1,1,5,0.0,30793.61,2,695,1,1,0
2718,1,2,15,119684.88,74532.02,2,775,1,1,0
2719,1,1,6,135139.33,113086.08,1,788,0,1,0
2720,1,2,5,146100.75,32574.01,1,569,1,0,1
2721,1,3,15,123110.9,130113.78,3,726,0,1,1
2722,1,2,6,111760.4,104722.47,3,564,1,1,1
2723,1,1,2,110728.39,14559.62,1,544,1,1,0
2724,1,1,5,121558.46,598.8,1,614,1,1,0
2725,1,2,6,120623.21,129697.99,1,453,1,0,0
2726,1,1,14,114713.57,36315.03,1,471,1,1,0
2727,1,2,5,103457.76,1114.12,1,829,0,0,0
2728,1,2,15,101134.87,70954.41,2,754,1,1,0
2729,1,2,9,78136.36,73470.98,2,749,1,1,0
2730,1,1,12,0.0,91573.19,2,667,1,0,0
2731,1,3,2,133446.34,3154.95,1,670,0,0,0
2732,1,1,3,0.0,88187.81,2,670,1,1,0
2733,1,2,9,108076.33,118855.26,1,623,1,0,1
2734,1,1,3,131354.25,125256.53,1,571,1,0,0
2735,1,2,5,62974.64,39016.43,2,641,0,1,0
2736,1,2,1,143340.44,145796.49,1,551,1,0,0
2737,1,2,4,116993.43,168816.22,2,741,1,0,0
2738,1,1,3,58662.92,73322.0,2,472,0,1,0
2739,1,3,6,128808.65,113677.53,3,650,0,0,1
2740,1,1,6,137555.44,124607.7,1,625,0,0,0
2741,1,2,2,142393.11,11276.48,1,650,1,1,0
2742,1,1,4,0.0,136620.64,2,535,1,0,0
2743,1,1,6,125785.23,70523.92,1,649,1,1,0
2744,1,1,11,136444.25,51980.25,1,689,1,0,1
2745,1,3,6,121527.4,113481.02,1,694,1,0,0
2746,1,2,8,144696.75,49025.79,1,655,1,1,0
2747,1,1,4,0.0,145937.99,2,620,1,1,0
2748,1,1,2,0.0,25161.61,2,577,1,1,0
2749,1,2,7,128140.17,175753.55,1,401,1,0,1
2750,1,1,11,120383.41,24903.09,1,599,1,1,0
2751,1,1,13,0.0,169719.35,3,481,1,1,1
2752,1,1,4,129735.3,179565.57,2,704,1,1,0
2753,1,3,3,185078.26,115337.74,1,698,0,0,1
2754,1,1,2,0.0,48131.92,2,480,0,0,0
2755,1,1,4,0.0,160828.98,1,682,1,1,0
2756,1,3,1,0.0,145151.96,2,700,0,1,0
2757,1,1,1,144591.96,196293.76,1,492,1,1,0
2758,1,1,4,0.0,161653.5,2,444,1,0,1
2759,1,1,6,0.0,84635.64,2,624,0,0,0
2760,1,1,4,0.0,159486.76,1,709,1,0,0
2761,1,2,14,100194.44,38596.34,1,557,1,1,0
2762,1,2,8,145295.31,27814.74,2,646,1,1,0
2763,1,2,1,106070.29,183893.31,2,719,1,1,0
2764,1,2,7,120621.89,140803.7,1,706,1,1,0
2765,1,1,4,0.0,146585.53,2,660,0,1,0
2766,1,1,5,0.0,40062.29,2,667,1,1,0
2767,1,1,1,0.0,181300.32,1,705,1,1,0
2768,1,2,3,171283.91,84136.12,1,598,1,1,0
2769,1,1,1,0.0,197594.34,2,669,1,1,0
2770,1,2,6,128218.47,125953.83,1,580,1,0,1
2771,1,1,3,0.0,75465.41,2,676,1,1,0
2772,1,2,1,77776.39,177737.07,1,714,1,0,0
2773,1,2,14,124978.19,7144.46,2,597,1,1,0
2774,1,1,1,0.0,155639.76,2,559,0,0,0
2775,1,1,1,0.0,162428.05,1,564,1,1,0
2776,1,3,8,109799.55,12457.76,2,850,1,1,1
2777,1,1,5,0.0,14917.09,2,689,0,0,0
2778,1,2,13,125397.21,182184.09,1,758,1,0,1
2779,1,3,15,0.0,129984.2,2,604,1,1,0
2780,1,2,4,111347.37,194872.97,2,733,0,1,0
2781,1,3,6,104291.41,117507.11,2,778,1,1,0
2782,1,2,13,94867.18,157527.6,2,732,1,1,1
2783,1,1,12,0.0,92612.88,2,646,0,0,0
2784,1,1,3,135703.59,74850.84,2,597,0,0,0
2785,1,2,6,106453.53,127413.0,2,821,0,1,0
2786,1,1,6,132412.38,69584.3,1,640,0,0,1
2787,1,2,4,124401.6,198814.24,1,511,1,0,1
2788,1,1,7,118022.06,162643.15,3,805,1,0,1
2789,1,2,6,82531.11,114092.52,1,540,1,0,0
2790,1,3,6,184552.12,68860.3,1,705,1,0,1
2791,1,2,5,127278.31,16150.34,1,540,1,1,0
2792,1,3,15,0.0,115227.02,1,532,1,1,0
2793,1,1,4,0.0,170621.55,2,535,0,1,0
2794,1,2,12,184244.86,103099.22,1,627,1,0,0
2795,1,1,7,59669.43,172495.81,1,646,0,0,1
2796,1,1,11,79543.59,38772.82,1,515,0,1,0
2797,1,1,5,151553.19,44946.29,1,697,1,1,0
2798,1,2,1,166527.88,146007.7,2,652,0,1,0
2799,1,2,1,150329.15,145558.42,1,579,1,0,0
2800,1,1,4,121911.59,193312.33,1,760,1,0,0
2801,1,1,8,156773.78,40257.79,2,769,1,0,0
2802,1,3,2,127864.26,46677.9,1,498,1,1,0
2803,1,1,7,113709.28,153887.93,1,774,1,1,1
2804,1,2,6,79974.55,103108.33,1,705,1,1,0
2805,1,1,5,0.0,58652.23,2,648,1,1,0
2806,1,1,9,0.0,91624.11,1,688,1,0,1
2807,1,3,5,0.0,65986.48,1,592,1,0,1
2808,1,1,3,144427.96,113845.19,2,705,1,0,0
2809,1,1,6,99263.09,67607.9,1,654,1,1,0
2810,1,1,1,79368.87,145471.94,2,624,1,1,0
2811,1,1,3,0.0,124071.71,2,594,1,1,0
2812,1,3,3,0.0,67502.12,2,695,1,1,0
2813,1,1,3,0.0,78707.97,3,597,1,1,0
2814,1,1,7,125095.94,171189.83,1,758,1,0,1
2815,1,2,4,162485.8,149381.32,2,737,1,0,0
2816,1,2,6,95668.82,100335.55,2,694,1,0,0
2817,1,1,10,0.0,152698.24,2,683,1,0,0
2818,1,3,2,0.0,41192.95,2,538,1,1,0
2819,1,1,6,0.0,132540.33,1,669,1,0,0
2820,1,1,3,74197.38,96875.52,2,730,1,0,0
2821,1,1,1,89688.94,152305.47,1,622,1,1,0
2822,1,3,2,103121.33,49672.01,2,714,1,1,0
2823,1,3,1,0.0,133997.53,1,569,1,0,0
2824,1,2,14,120170.07,50454.8,1,668,0,1,0
2825,1,1,2,149136.31,16402.11,2,628,1,1,0
2826,1,1,6,141136.79,67803.83,1,600,1,1,0
2827,1,1,5,152341.55,9241.78,1,693,1,0,0
2828,1,1,6,120026.98,100601.73,2,704,0,1,0
2829,1,3,3,132168.28,98734.15,1,527,0,0,0
2830,1,2,4,85200.82,160574.09,2,553,1,1,0
2831,1,3,8,84903.33,26015.8,2,575,0,1,0
2832,1,1,1,0.0,187172.54,2,626,0,0,0
2833,1,1,11,0.0,55763.66,1,582,1,1,0
2834,1,3,6,0.0,75848.22,1,683,1,0,0
2835,1,1,2,121535.18,40313.47,1,850,0,0,0
2836,1,3,2,116662.96,23864.21,2,653,1,1,0
2837,1,1,14,0.0,51380.9,2,679,1,1,0
2838,1,2,9,124829.16,93551.36,1,549,0,1,0
2839,1,3,4,155180.56,169415.54,2,850,0,0,0
2840,1,2,2,108262.87,6935.31,1,558,1,1,0
2841,1,3,5,0.0,25399.7,2,528,1,0,0
2842,1,1,5,0.0,66256.27,2,801,1,0,0
2843,1,3,9,0.0,114709.13,1,513,1,1,1
2844,1,2,4,99812.88,158357.97,2,666,1,1,0
2845,1,1,1,132164.26,164815.59,1,606,0,1,0
2846,1,2,6,103583.05,132127.69,1,599,1,0,1
2847,1,2,4,142406.43,146637.45,2,544,1,0,0
2848,1,3,6,99842.5,90256.06,2,529,1,0,1
2849,1,1,5,0.0,34827.43,2,850,1,1,0
2850,1,1,5,0.0,22074.48,1,497,0,0,0
2851,1,1,6,81042.42,109805.17,1,764,0,1,0
2852,1,1,9,0.0,100478.6,1,603,1,0,1
2853,1,1,6,0.0,97416.34,2,609,1,1,0
2854,1,1,8,199689.49,24207.86,1,487,1,1,1
2855,1,1,3,142645.43,69132.66,1,748,0,0,0
2856,1,3,14,0.0,9376.89,2,710,1,1,0
2857,1,2,5,110219.14,43046.7,1,432,1,0,1
2858,1,3,8,0.0,20856.31,2,534,0,1,0
2859,1,1,10,0.0,187048.72,2,607,0,0,0
2860,1,3,2,0.0,53420.53,2,551,1,0,0
2861,1,1,5,142072.02,37013.29,1,674,1,0,0
2862,1,1,12,0.0,89566.64,2,525,1,0,0
2863,1,2,1,149564.61,149913.84,1,645,0,0,0
2864,1,1,5,0.0,18066.69,2,755,1,0,0
2865,1,2,5,153366.13,26912.34,1,708,1,1,0
2866,1,1,10,76467.16,173511.72,1,715,1,1,0
2867,1,1,1,121508.28,146785.44,1,727,1,1,0
2868,1,3,2,0.0,1050.33,1,559,0,1,0
2869,1,3,6,73211.12,89587.34,2,545,1,0,1
2870,1,1,12,0.0,74405.34,2,524,1,0,0
2871,1,1,8,0.0,54409.48,2,707,0,1,0
2872,1,3,5,92674.94,3647.57,2,671,1,0,0
2873,1,3,7,96196.24,198874.52,4,439,1,0,1
2874,1,2,5,114391.62,53412.54,1,667,1,1,0
2875,1,2,1,80262.66,194867.78,1,831,1,0,0
2876,1,3,1,173331.52,150452.88,1,545,1,0,0
2877,1,3,2,147285.52,57807.05,1,604,1,1,0
2878,1,3,15,119785.47,107534.32,2,657,1,1,0
2879,1,3,4,140137.15,194073.33,1,487,1,0,0
2880,1,2,9,107467.56,126233.18,1,750,1,0,1
2881,1,2,4,98218.04,182354.46,2,694,1,0,1
2882,1,2,3,133607.75,120586.32,1,711,1,1,0
2883,1,1,5,0.0,50578.4,2,551,1,1,0
2884,1,1,6,95139.41,86575.46,1,559,1,1,0
2885,1,1,1,0.0,153392.28,2,620,0,1,0
2886,1,3,6,0.0,115509.59,2,660,1,0,0
2887,1,1,6,0.0,82176.48,2,449,1,0,0
2888,1,2,2,97331.19,63717.49,1,703,1,0,0
2889,1,2,4,139265.63,198745.94,2,795,1,1,0
2890,1,1,2,0.0,5719.11,1,594,0,1,0
2891,1,3,2,168094.01,20058.61,1,586,0,0,0
2892,1,2,1,131563.88,170638.98,2,613,1,0,0
2893,1,1,5,0.0,30607.11,2,601,1,0,0
2894,1,1,8,0.0,37171.46,2,657,0,0,0
2895,1,1,2,0.0,42589.33,1,531,1,1,0
2896,1,2,8,107363.29,66799.28,1,621,1,1,0
2897,1,1,3,94493.03,101866.39,1,782,0,1,0
2898,1,2,2,170214.23,49284.0,2,528,1,0,0
2899,1,1,8,139781.06,27445.4,1,696,1,0,1
2900,1,1,3,0.0,70760.69,2,586,1,0,0
2901,1,3,3,148610.41,104502.02,3,626,0,1,1
2902,1,1,13,170241.7,165407.96,2,498,1,1,0
2903,1,1,3,128306.83,113580.79,1,691,1,1,0
2904,1,1,8,0.0,45978.39,2,568,1,1,0
2905,1,1,1,0.0,152012.36,1,715,1,1,0
2906,1,2,3,175454.0,77349.92,1,680,0,1,0
2907,1,3,5,0.0,47322.05,2,802,1,0,0
2908,1,1,11,100885.93,38772.65,2,539,1,1,0
2909,1,1,14,93320.8,24489.44,1,494,1,1,0
2910,1,2,5,63176.44,14466.08,2,594,1,1,0
2911,1,1,2,139451.67,63142.12,1,596,0,0,0
2912,1,1,8,49113.75,41858.43,1,649,1,0,0
2913,1,2,3,123906.22,127443.82,3,699,1,1,1
2914,1,1,6,0.0,84151.98,2,787,1,1,0
2915,1,1,2,0.0,58595.64,2,604,0,0,0
2916,1,2,8,131441.51,37240.11,1,489,1,0,1
2917,1,1,15,0.0,114522.68,1,651,1,0,1
2918,1,1,15,136325.48,72549.27,2,698,1,1,1
2919,1,2,4,113150.44,176712.59,2,578,1,0,1
2920,1,3,4,0.0,152855.96,1,538,0,0,0
2921,1,1,3,0.0,73371.65,2,696,1,1,0
2922,1,2,9,102785.16,70323.68,1,507,1,1,0
2923,1,3,2,83264.28,9663.28,1,685,0,0,0
2924,1,2,4,72252.64,142514.66,2,705,1,1,0
2925,1,2,3,148051.52,118623.94,1,499,1,0,0
2926,1,1,15,138489.66,68400.14,1,717,1,1,0
2927,1,1,15,0.0,115291.86,2,510,1,1,0
2928,1,1,1,111589.33,170382.99,1,632,1,1,0
2929,1,2,6,122104.79,112946.67,1,668,1,0,1
2930,1,2,3,96106.83,79812.77,1,744,1,1,0
2931,1,2,5,115930.87,19862.78,1,663,1,0,0
2932,1,2,4,124513.66,158610.89,2,638,1,0,0
2933,1,1,7,0.0,191212.63,1,688,1,0,1
2934,1,3,8,0.0,61931.21,1,588,1,0,0
2935,1,1,2,0.0,58043.02,1,631,1,1,1
2936,1,3,2,100988.39,22247.27,2,687,1,0,0
2937,1,1,5,118577.24,31448.52,1,599,1,1,0
2938,1,3,1,0.0,146875.86,2,718,1,0,0
2939,1,1,3,0.0,116081.93,2,730,1,1,0
2940,1,1,6,0.0,73669.94,1,533,0,1,1
2941,1,3,3,0.0,93959.96,2,711,1,1,0
2942,1,3,1,0.0,158918.03,2,555,0,1,0
2943,1,1,4,113311.11,198193.75,1,850,1,1,0
2944,1,1,5,0.0,13160.03,1,678,0,0,0
2945,1,1,2,0.0,4660.91,2,576,1,0,0
2946,1,2,10,124365.42,180197.74,1,835,0,0,1
2947,1,1,5,147249.29,63023.02,2,592,1,1,0
2948,1,1,6,103688.19,118971.74,1,774,0,1,0
2949,1,1,1,138740.24,154700.61,2,620,0,0,0
2950,1,3,6,111900.14,97577.17,1,519,1,1,0
2951,1,3,5,152760.24,48990.5,1,734,1,1,0
2952,1,2,1,143966.3,140262.96,2,763,1,1,1
2953,1,1,9,141556.96,130189.53,1,733,1,0,0
2954,1,1,5,0.0,16301.91,2,650,1,1,0
2955,1,1,3,0.0,126962.41,2,538,1,0,0
2956,1,1,7,0.0,158750.53,1,577,1,1,0
2957,1,1,1,0.0,199644.2,2,792,1,0,0
2958,1,1,4,0.0,144272.71,1,686,1,1,1
2959,1,1,3,0.0,98320.27,2,589,0,1,0
2960,1,1,11,162560.32,64129.03,1,530,1,0,0
2961,1,2,1,123229.46,181221.09,1,778,1,0,0
2962,1,3,1,76665.71,163809.08,2,616,1,1,0
2963,1,1,4,140278.99,171457.06,3,550,1,1,1
2964,1,1,8,0.0,15801.02,2,655,0,1,0
2965,1,1,9,115764.32,102950.79,2,721,0,0,0
2966,1,2,4,131142.53,174918.46,2,499,1,0,0
2967,1,1,4,68375.27,193160.25,1,511,1,0,1
2968,1,2,5,117833.3,5831.0,3,579,0,0,1
2969,1,3,6,0.0,82298.59,2,696,1,1,0
2970,1,1,3,0.0,130686.59,2,681,0,0,0
2971,1,1,5,0.0,52885.23,1,815,0,1,1
2972,1,3,3,111093.01,68985.99,1,681,1,0,0
2973,1,3,5,132657.55,35367.19,1,641,1,0,0
2974,1,1,13,128882.49,196241.94,1,591,1,1,1
2975,1,2,13,69129.59,170705.53,1,565,1,1,0
2976,1,1,6,0.0,126477.41,2,487,1,1,0
2977,1,1,4,121404.64,159618.17,1,729,1,1,0
2978,1,3,4,131355.3,195395.33,3,505,1,0,1
2979,1,1,1,102097.33,168285.85,1,580,0,1,0
2980,1,1,4,154863.15,138052.51,1,642,1,1,0
2981,1,3,6,99945.93,71179.31,2,850,1,0,0
2982,1,2,5,121704.32,55556.3,2,616,1,0,0
2983,1,3,5,0.0,31705.19,2,526,1,0,0
2984,1,2,1,138782.76,186118.93,1,523,1,1,0
2985,1,1,1,0.0,195580.28,2,663,1,1,0
2986,1,1,2,136291.71,54113.38,1,840,1,0,0
2987,1,2,6,107856.57,127528.84,2,570,1,0,0
2988,1,2,2,108348.66,60231.74,1,676,0,0,1
2989,1,1,7,93871.95,156878.42,3,689,1,0,1
2990,1,3,4,0.0,182784.11,1,703,1,0,1
2991,1,2,12,125860.2,129690.5,1,491,0,0,0
2992,1,1,9,172713.44,113860.81,1,584,1,0,0
2993,1,1,7,0.0,184524.74,2,810,0,1,0
2994,1,3,14,0.0,36124.98,1,745,1,1,0
2995,1,1,6,130786.92,121316.07,1,625,0,1,0
2996,1,1,1,112367.34,185630.76,1,535,1,0,0
2997,1,3,6,91091.06,71133.12,2,729,1,0,0
2998,1,1,2,106198.5,32020.42,1,655,0,1,0
2999,1,1,7,142669.93,162760.96,2,751,1,0,0
3000,1,1,1,112833.35,175178.56,1,525,0,1,0
3001,1,1,4,0.0,177099.71,2,532,0,1,0
3002,1,3,5,0.0,66406.37,2,696,1,1,0
3003,1,2,2,104336.43,59559.81,2,786,0,0,0
3004,1,1,7,104305.74,175750.21,1,580,0,1,0
3005,1,2,7,140187.1,174311.3,2,596,1,1,0
3006,1,1,4,0.0,171716.81,2,683,1,0,0
3007,1,1,4,114959.12,189362.39,1,747,1,0,1
3008,1,1,1,164704.38,180716.1,1,602,0,1,1
3009,1,1,15,119096.55,116977.89,1,779,0,1,0
3010,1,1,1,0.0,185105.44,2,551,1,1,0
3011,1,1,8,0.0,35046.97,1,666,1,0,1
3012,1,3,2,0.0,36251.0,1,526,1,0,0
3013,1,1,6,115465.28,103174.5,1,849,1,0,0
3014,1,1,3,0.0,122642.09,2,471,1,0,0
3015,1,3,6,184926.61,122937.57,1,628,1,0,0
3016,1,2,5,85957.88,8757.39,2,674,1,0,0
3017,1,1,3,114084.6,125782.29,1,797,0,1,0
3018,1,3,3,166930.76,122487.73,2,590,1,0,0
3019,1,1,2,0.0,20066.38,1,588,1,0,0
3020,1,1,2,0.0,55473.15,2,577,1,1,0
3021,1,1,5,107193.82,38962.94,2,571,0,0,0
3022,1,1,5,116275.12,63795.8,1,680,1,1,0
3023,1,3,1,0.0,163060.43,2,648,1,1,0
3024,1,1,5,91068.56,26578.69,1,618,1,0,0
3025,1,2,5,123049.21,5066.76,1,648,0,1,0
3026,1,1,4,0.0,140497.67,2,759,1,1,0
